account_id,industry,region,country,use_case
001C000001ZovF9IAJ,Other,EMEA,United Kingdom,
001C000001fwAQjIAM,eCommerce-Physical goods,EMEA,United Kingdom,
001C000001fx3B7IAI,eCommerce-Physical goods,EMEA,Netherlands,
001C000001i05K8IAI,Other,EMEA,Finland,
001C000001i1QuDIAU,Other,EMEA,Belarus,
001C000001l9UgZIAU,Other,EMEA,Ireland,
0013c00001tMgvGAAS,eCommerce-Physical goods,LATAM,Mexico,
0013c00001tMhEoAAK,eCommerce-Physical goods,LATAM,Mexico,
0013n00001tHpc9AAC,Insurance,LATAM,Mexico,
0013n00001tKgNNAA0,Other,LATAM,Costa Rica,
0013n00001wFTWVAA4,Banks & lenders,LATAM,Brazil,
0013n00001wFTWhAAO,Banks & lenders,LATAM,Argentina,
0013n00001wFTXDAA4,Banks & lenders,LATAM,Colombia,
0013n00001wFTXbAAO,Banks & lenders,LATAM,Brazil,
0013n00001wFTdJAAW,Banks & lenders,LATAM,Brazil,
0013n00001wFTeDAAW,Banks & lenders,LATAM,Mexico,
0013n00001wFTvfAAG,eCommerce,LATAM,Argentina,
001C000000xa7ADIAY,Other,LATAM,Panama,
0013c00001nlAPKAA2,Telephony Technology,N. America,United States,
0013c00001nuvLvAAI,Other,N. America,United States,
0013c00001pDfmgAAC,Other,N. America,United States,
0013c00001pFKOcAAO,Payments,N. America,United States,
0013c00001pzRcIAAU,eCommerce-Physical goods,N. America,United States,
0013c00001pzrdwAAA,eCommerce-Physical goods,N. America,United States,
0013c00001uld7qAAA,eCommerce-Physical goods,EMEA,France,
0013c00001ulh7cAAA,Other,EMEA,Italy,
0013c00001ulhDCAAY,Banks & lenders-Online Lenders,EMEA,Germany,
0013c00001ulhDXAAY,Banks & lenders-Other Fintech,EMEA,United Kingdom,
0013c00001ulhE7AAI,eCommerce,EMEA,France,
0013c00001ulhEFAAY,Other,EMEA,France,
0013c00001ulhElAAI,eCommerce,EMEA,Italy,
0013c00001ulhFHAAY,Insurance,EMEA,Spain,
0013c00001ulhFPAAY,Other,EMEA,France,
0013c00001ulhJUAAY,Other,EMEA,France,
0013c00001ulhKiAAI,Other,EMEA,Italy,
0013c00001ulhLwAAI,Other,EMEA,Italy,
0013c00001ulhM0AAI,Other,EMEA,Finland,
0013c00001ulhPLAAY,Other,EMEA,Poland,
0013c00001ulhQ3AAI,Other,EMEA,United Kingdom,
0013c00001ulhQlAAI,Other,EMEA,Germany,
0013c00001ulhpJAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ulhsmAAA,eCommerce-Physical goods,EMEA,Turkey,
0013c00001ulhuEAAQ,Banks & lenders-Other Fintech,EMEA,Turkey,
0013c00001umftYAAQ,Banks & lenders,EMEA,Spain,
0013c00001unKHyAAM,eCommerce-Physical goods,EMEA,United Kingdom,
0013n00001t4i3vAAA,eCommerce-Travel & hospitality,EMEA,South Africa,
0013n00001t4sWRAAY,eCommerce,EMEA,Italy,
0013n00001t6FbdAAE,Other,EMEA,Switzerland,
0013n00001t6Ff7AAE,eCommerce-Physical goods,EMEA,Sweden,
0013n00001t6FmnAAE,Other,EMEA,Israel,
0013n00001t6FnjAAE,Other,EMEA,United Kingdom,
0013n00001t6Fz2AAE,Insurance,EMEA,Germany,
0013n00001t6GBEAA2,Other,EMEA,United Kingdom,
0013n00001t6GIdAAM,Other,EMEA,South Africa,
0013n00001t6GJrAAM,Other,EMEA,Israel,
0013n00001tHQwkAAG,eCommerce-Physical goods,EMEA,Italy,
0013n00001tIjaYAAS,Other,EMEA,Cyprus,
0013n00001tJckZAAS,eCommerce,EMEA,Italy,
0013n00001tJcl1AAC,eCommerce,EMEA,Netherlands,
0013n00001tJcl9AAC,eCommerce,EMEA,United Kingdom,
0013n00001tKnjaAAC,Banks & lenders,EMEA,Israel,
0013n00001tKnoQAAS,eCommerce-Physical goods,EMEA,United Kingdom,
0013n00001tKnpHAAS,eCommerce-Physical goods,EMEA,Sweden,
0013n00001tKntOAAS,Banks & lenders,EMEA,Denmark,
0013n00001tKnu0AAC,eCommerce-Physical goods,EMEA,Germany,
0013n00001tKnu8AAC,eCommerce-Physical goods,EMEA,Spain,
0013n00001tKnunAAC,Banks & lenders,EMEA,Sweden,
0013n00001tKnxlAAC,Banks & lenders-Other,EMEA,United Kingdom,
0013n00001tKnyXAAS,Banks & lenders-Other,EMEA,France,
0013n00001tsX4ZAAU,Payments,EMEA,Spain,
0013n00001tsX4dAAE,Payments,EMEA,Italy,
0013n00001tsX4tAAE,Payments,EMEA,United Kingdom,
0013n00001tsX6vAAE,Payments,EMEA,United Kingdom,
0013n00001tvhPKAAY,Banks & lenders,EMEA,Spain,
0013n00001uefGlAAI,Other,EMEA,Morocco,
0013n00001uemTyAAI,Insurance,EMEA,France,
0013n00001ufbXeAAI,Banks & lenders,EMEA,United Kingdom,
0013n00001v2tdXAAQ,Other,EMEA,United Kingdom,
0013n00001vYbaJAAS,,EMEA,Egypt,
0013n00001vYxzKAAS,Banks & lenders-Other Fintech,EMEA,Norway,
0013n00001vyc5VAAQ,Banks & lenders-Other Fintech,EMEA,France,
0013n00001vzAHQAA2,eCommerce-Physical goods,EMEA,United Kingdom,
0013n00001w0S8yAAE,eCommerce-Digital goods,EMEA,Malta,
0013n00001w1DszAAE,eCommerce-Physical goods,EMEA,France,
0013n00001w2J4uAAE,eCommerce-Travel & hospitality,EMEA,Ireland,
001C000000zDQnSIAW,Other,EMEA,Ireland,
001C000001VhuXzIAJ,eCommerce-Physical goods,EMEA,United Kingdom,
001C000001ZovEfIAJ,Payments,EMEA,Germany,
001C000001ZpNaiIAF,eCommerce-Physical goods,EMEA,United Kingdom,
001C000001Zq0DqIAJ,Payments,EMEA,United Kingdom,
001C000001fwAQaIAM,eCommerce-Physical goods,EMEA,United Kingdom,
001C000001fwAR3IAM,eCommerce-Travel & hospitality,EMEA,United Kingdom,
001C000001fwARJIA2,eCommerce-Physical goods,EMEA,United Kingdom,
001C000001fwARzIAM,eCommerce-Physical goods,EMEA,United Kingdom,
001C000001lAJy5IAG,eCommerce-Travel & hospitality,EMEA,France,
0013c00001u04NiAAI,Banks & lenders-Other Fintech,LATAM,Panama,
0013n00001wFTViAAO,eCommerce,LATAM,Mexico,
0013n00001wFTXGAA4,Banks & lenders,LATAM,Chile,
0013n00001wFTYEAA4,Banks & lenders,LATAM,Dominican Republic,
0013n00001wFTYIAA4,Banks & lenders,LATAM,Mexico,
0013n00001wFTbYAAW,Banks & lenders,LATAM,Chile,
0013n00001wFTboAAG,Banks & lenders,LATAM,Ecuador,
0013n00001wFTcCAAW,Banks & lenders,LATAM,Brazil,
0013n00001wFTdIAAW,Banks & lenders,LATAM,Uruguay,
001C0000013pwViIAI,Other,LATAM,Colombia,
001C000001Sl7gWIAR,eCommerce-Travel & hospitality,LATAM,Mexico,
001C000001XyJP1IAN,Payments,LATAM,Brazil,
0013c00001nQcuGAAS,Banks & lenders,N. America,United States,
0013c00001pFzBpAAK,Banks & lenders-Other Fintech,N. America,United States,
0013c00001pG38zAAC,Payments,N. America,United States,
0013c00001pzrcwAAA,eCommerce-Physical goods,N. America,United States,
0013c00001pzrd1AAA,eCommerce-Physical goods,N. America,United States,
0013c00001pzrdrAAA,eCommerce-Physical goods,N. America,United States,
0013c00001pzrePAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001pzreTAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001pzregAAA,eCommerce-Physical goods,N. America,United States,
0013c00001pzrf6AAA,eCommerce-Physical goods,N. America,United States,
001C000001cJL0ZIAW,eCommerce-Physical goods,,,
001C000001cLcWSIA0,Other,,,
001C000001eOYLeIAO,Other,,,
001C000001fwceiIAA,Banks & lenders-Online Lenders,,,
001C000001h4GmIIAU,Other,,,
001C000001h4aoiIAA,Banks & lenders-Online Lenders,,,
001C000001hxxjVIAQ,Other,,,
001C000001hy7bvIAA,Other,,,
001C000001hyrAvIAI,Other,,,
001C000001lAHILIA4,Other,,,
0013c00001pEUsMAAW,Payments,APAC,Singapore,
0013c00001tz7E2AAI,eCommerce-Physical goods,N. America,United States,
0013c00001rk2YhAAI,Payments,APAC,Indonesia,
0013c00001sVa9zAAC,eCommerce-Physical goods,APAC,Australia,
0013n00001tIRF4AAO,eCommerce,N. America,United States,
0013n00001tIxn0AAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxnMAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tz7LcAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7LkAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7NqAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7NuAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7OkAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7PeAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7QKAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7UUAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7WVAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7XyAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7Z8AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7ZaAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7aYAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz7bkAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tMh4wAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxoOAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIxoiAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tz7eJAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tMh6HAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tMh7kAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tMh85AAC,Other,N. America,United States,
0013c00001tMh9cAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tMhAYAA0,eCommerce-Physical goods,N. America,United States,
0013c00001tz7iXAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tMhBQAA0,eCommerce-Physical goods,N. America,United States,
0013n00001tIxwQAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIxwcAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxwsAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tMhDAAA0,eCommerce-Physical goods,N. America,United States,
0013n00001tIxxnAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxxsAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tz7kMAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz7p4AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7p8AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7pGAAQ,eCommerce-Physical goods,N. America,United States,
0013n00001tIxzdAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxzhAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxztAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIy09AAC,eCommerce-Physical goods,N. America,United States,
0013c00001tNhpSAAS,eCommerce-Physical goods,APAC,Singapore,
0013c00001tNBj9AAG,Banks & lenders,N. America,United States,
0013c00001tx1V9AAI,eCommerce-Physical goods,APAC,Taiwan,
0013c00001tyjTRAAY,eCommerce-Physical goods,APAC,China,
0013c00001tNBl5AAG,Banks & lenders,N. America,United States,
0013n00001tIy4OAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIy4rAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tyjU2AAI,eCommerce-Physical goods,APAC,New Zealand,
0013n00001tIy5jAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIy6UAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIy6pAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIy6uAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tNBqnAAG,Banks & lenders-Other,N. America,United States,
0013c00001tyjV7AAI,eCommerce-Physical goods,APAC,China,
0013c00001tNBrYAAW,Banks & lenders-Other,N. America,United States,
0013c00001tNBrqAAG,Banks & lenders,N. America,United States,
0013n00001tIyKsAAK,eCommerce-Physical goods,N. America,United States,
0013n00001tJeUnAAK,eCommerce-Travel & hospitality,N. America,United States,
0013n00001tK8ZTAA0,Banks & lenders,N. America,United States,
0013n00001tK8a3AAC,Banks & lenders,N. America,United States,
0013c00001tNBxEAAW,Banks & lenders-Other,N. America,United States,
0013n00001tKgEQAA0,eCommerce-Digital goods,N. America,United States,
0013c00001tNC20AAG,Banks & lenders,N. America,United States,
0013c00001tNC3BAAW,Banks & lenders,N. America,United States,
0013c00001tNC45AAG,Banks & lenders-Other,N. America,United States,
0013c00001tz7q2AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tNC5dAAG,Banks & lenders,N. America,United States,
0013c00001tz7r0AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7rSAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tNCBOAA4,Banks & lenders,N. America,United States,
0013c00001tz7vzAAA,eCommerce-Physical goods,N. America,United States,
001C000001ldcBFIAY,eCommerce-Travel & hospitality,,,
0013c00001pDwH0AAK,eCommerce-Marketplaces,APAC,China,
0013c00001q15iFAAQ,eCommerce-Physical goods,APAC,Indonesia,
0013c00001r6kmrAAA,Other,APAC,India,
0013c00001tz7DoAAI,eCommerce-Physical goods,N. America,United States,
0013c00001rjpCxAAI,Payments,APAC,Philippines,
0013c00001sVa9pAAC,eCommerce-Marketplaces,APAC,Malaysia,
0013n00001tIRF3AAO,eCommerce,N. America,United States,
0013c00001tz7KVAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7KhAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7KlAAI,eCommerce-Physical goods,N. America,United States,
0013n00001tIxnLAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIxnPAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tz7LvAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7MBAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7NEAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7O5AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7OXAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7QdAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7U9AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7VmAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7XxAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7YfAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7Z3AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7ZBAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz7a9AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7apAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7cpAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tMh4XAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tz7dnAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tMh6KAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tMh6OAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tMh7TAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tz7fSAAQ,eCommerce-Physical goods,N. America,United States,
0013n00001tIxr3AAC,eCommerce-Physical goods,N. America,United States,
0013c00001tMh9BAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIxtIAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tMh9wAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tMhA4AAK,eCommerce-Physical goods,N. America,United States,
0013c00001tz7imAAA,eCommerce-Physical goods,N. America,United States,
0013n00001tIxulAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxv1AAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxvTAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIxvoAAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxwLAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIxwXAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tz7jtAAA,eCommerce-Physical goods,N. America,United States,
0013n00001tIxwrAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tMhCYAA0,eCommerce-Physical goods,N. America,United States,
0013n00001tIxxzAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tz7kbAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7kvAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7oTAAQ,eCommerce-Physical goods,N. America,United States,
0013n00001tIxz9AAC,eCommerce-Physical goods,N. America,United States,
0013n00001tIxzLAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIy0aAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tLsQGAA0,eCommerce-Marketplaces,APAC,Malaysia,
0013c00001tNBihAAG,Banks & lenders,N. America,United States,
0013c00001tNBj6AAG,Banks & lenders,N. America,United States,
0013n00001tIy3BAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tNBk6AAG,Banks & lenders,N. America,United States,
0013c00001tNBkaAAG,Banks & lenders,N. America,United States,
0013c00001tyjTxAAI,eCommerce-Physical goods,APAC,China,
0013c00001tyjUIAAY,eCommerce-Physical goods,APAC,Thailand,
0013c00001tNBlcAAG,Banks & lenders,N. America,United States,
0013n00001tIy6TAAS,eCommerce-Physical goods,N. America,United States,
0013n00001tIyKKAA0,eCommerce-Physical goods,N. America,United States,
0013c00001tyjXwAAI,eCommerce-Physical goods,APAC,China,
0013c00001tyjYVAAY,eCommerce-Physical goods,APAC,Japan,
0013c00001tyjZEAAY,eCommerce-Physical goods,APAC,Australia,
0013c00001tNBwYAAW,Banks & lenders,N. America,United States,
0013c00001tyjZRAAY,eCommerce-Physical goods,APAC,Australia,
0013n00001tKVtaAAG,Other,N. America,United States,
0013c00001tNBxzAAG,Banks & lenders,N. America,Canada,
0013c00001tNC0LAAW,Banks & lenders,N. America,United States,
0013c00001tyjhSAAQ,eCommerce-Physical goods,APAC,Australia,
0013c00001tNC2IAAW,Banks & lenders,N. America,United States,
0013c00001tNC36AAG,Banks & lenders,N. America,United States,
0013c00001tNC3JAAW,Banks & lenders,N. America,United States,
0013c00001tyk8cAAA,eCommerce-Physical goods,APAC,Australia,
0013c00001tNC9mAAG,Banks & lenders,N. America,United States,
0013c00001tNC9rAAG,Banks & lenders,N. America,United States,
0013c00001tNCAjAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNCAtAAO,Banks & lenders,N. America,United States,
0013c00001tNCBEAA4,Banks & lenders,N. America,United States,
0013c00001tykEVAAY,eCommerce-Physical goods,APAC,Indonesia,
0013c00001tNCCBAA4,Banks & lenders,N. America,United States,
0013c00001tykElAAI,eCommerce-Travel & hospitality,APAC,Indonesia,
0013c00001tNCDdAAO,Banks & lenders,N. America,United States,
0013c00001tNCDzAAO,Banks & lenders,N. America,United States,
0013c00001tz7weAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tNCEPAA4,Banks & lenders,N. America,United States,
0013c00001tNCF1AAO,Banks & lenders,N. America,United States,
0013c00001tNCFMAA4,Banks & lenders-Other,N. America,United States,
0013n00001vWmLJAA0,Banks & lenders,N. America,United States,
0013c00001tykG0AAI,Consumer Marketplaces,APAC,China,
0013n00001vWmdhAAC,Banks & lenders,N. America,Canada,
0013n00001vWmkxAAC,eCommerce,N. America,United States,
0013n00001vXiEbAAK,Payments,N. America,United States,
0013c00001tz7xQAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tykK2AAI,eCommerce-Physical goods,APAC,China,
0013n00001vzD6XAAU,Insurance,N. America,United States,Fraud manual review
0013c00001tykKZAAY,Banks & lenders-Other,APAC,Malaysia,
0013c00001tz7y8AAA,eCommerce-Physical goods,N. America,United States,
0013n00001w15fuAAA,,N. America,United States,
0013c00001tz7zVAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz7zdAAA,eCommerce-Physical goods,N. America,United States,
0013n00001w1XR5AAM,eCommerce-Digital goods,N. America,Canada,
0013c00001tz80DAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz82RAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tykROAAY,eCommerce-Physical goods,APAC,India,
0013c00001tykRrAAI,eCommerce-Physical goods,APAC,India,
0013c00001tz831AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tykRvAAI,Consumer Marketplaces,APAC,India,
0013c00001tz83PAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz83jAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tykUpAAI,Consumer Marketplaces,APAC,China,
0013c00001tymhuAAA,eCommerce-Physical goods,APAC,Japan,
0013c00001tymiGAAQ,eCommerce-Physical goods,APAC,China,
0013c00001tymiOAAQ,eCommerce-Physical goods,APAC,Japan,
0013c00001tymj2AAA,eCommerce-Physical goods,APAC,Japan,
0013c00001tz86VAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tymkjAAA,eCommerce-Physical goods,APAC,Japan,
0013c00001umkRTAAY,Banks & lenders-Other Fintech,APAC,Vietnam,
0013c00001tNCFqAAO,Banks & lenders-Other,N. America,United States,
0013n00001t6FiQAAU,Other,APAC,Australia,
0013c00001tNCGeAAO,Banks & lenders,N. America,United States,
0013n00001t6FnRAAU,Other,APAC,Australia,
0013n00001t6FtfAAE,Banks & lenders-Online Lenders,APAC,India,
0013c00001tz8BaAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tNCIDAA4,Banks & lenders,N. America,United States,
0013n00001t6GBOAA2,Other,APAC,India,
0013c00001tz8CiAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tNCIlAAO,Banks & lenders,N. America,United States,
0013n00001t6wCUAAY,eCommerce-Travel & hospitality,APAC,Australia,
0013c00001tNCMOAA4,Banks & lenders,N. America,United States,
0013c00001tz8DAAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz8DUAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tz8DYAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tNCNRAA4,Banks & lenders-Other,N. America,United States,
0013n00001ueo39AAA,eCommerce-Physical goods,APAC,Japan,
0013c00001tNCO7AAO,Banks & lenders-Other,N. America,United States,
0013c00001u055TAAQ,Banks & lenders,N. America,United States,
0013c00001uIYTrAAO,Other,N. America,United States,
0013c00001tNCU7AAO,eCommerce-Physical goods,N. America,United States,
0013c00001tNCUNAA4,eCommerce-Physical goods,N. America,United States,
0013c00001umkAXAAY,eCommerce-Physical goods,N. America,United States,
001C000000s2wLaIAI,Insurance,N. America,United States,
0013c00001tNCV3AAO,eCommerce-Physical goods,N. America,United States,
001C000000s2wMdIAI,Other,N. America,United States,
0013n00001t5RBXAA2,Banks & lenders,N. America,United States,
0013n00001vzIJtAAM,Banks & lenders,APAC,Australia,
001C000000s2wOIIAY,Other,N. America,United States,
0013c00001tNCZpAAO,eCommerce-Physical goods,N. America,United States,
001C000000s2wRAIAY,Other,N. America,United States,
0013n00001t5RCOAA2,Banks & lenders,N. America,United States,
0013n00001t5RCgAAM,Banks & lenders,N. America,United States,
001C000000s2wRLIAY,Telephony Technology,N. America,United States,
001C000000s2wRQIAY,Other,N. America,United States,
001C000000s2wRnIAI,Insurance,N. America,United States,
0013c00001nuNPjAAM,Payments,EMEA,United Kingdom,
0013c00001pF6x2AAC,Banks & lenders-Online Lenders,EMEA,United Kingdom,
001C000000s2wS4IAI,Other,N. America,United States,
001C000000s2wSDIAY,Other,N. America,United States,
0013c00001q5hTCAAY,eCommerce-Digital goods,EMEA,United Kingdom,
001C000000s2wSiIAI,eCommerce-Physical goods,N. America,United States,
0013c00001tNCbAAAW,eCommerce-Physical goods,N. America,United States,
0013c00001q7xWPAAY,eCommerce-Physical goods,EMEA,France,
0013c00001tNCbMAAW,eCommerce-Physical goods,N. America,United States,
0013n00001t5RDSAA2,Banks & lenders,N. America,United States,
0013n00001t5RDyAAM,Banks & lenders,N. America,United States,
001C000000sjuLhIAI,Other,N. America,United States,
001C000000skD5xIAE,Other,N. America,United States,
0013c00001tNCEGAA4,Banks & lenders,N. America,United States,
0013c00001tNCEwAAO,Banks & lenders,N. America,United States,
0013c00001tykAMAAY,eCommerce-Travel & hospitality,APAC,Philippines,
0013c00001tykEsAAI,eCommerce-Travel & hospitality,APAC,Indonesia,
0013c00001tykG7AAI,eCommerce-Travel & hospitality,APAC,China,
0013c00001tz7yqAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz7zEAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tykM0AAI,Payments,APAC,India,
0013c00001tykMhAAI,Banks & lenders,APAC,Malaysia,
0013c00001tz808AAA,eCommerce-Physical goods,N. America,United States,
0013n00001w2QmAAAU,Banks & lenders,N. America,United States,
001C000000pafCEIAY,Other,N. America,United States,
001C000000pag9fIAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz81YAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz838AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz83OAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz84IAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz84YAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz84cAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz84kAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tykUxAAI,eCommerce-Physical goods,APAC,Indonesia,
0013c00001tz85KAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tymi1AAA,eCommerce-Physical goods,APAC,China,
0013c00001tymiRAAQ,eCommerce-Physical goods,APAC,Japan,
0013c00001tz85uAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tymjuAAA,eCommerce-Physical goods,APAC,China,
0013c00001tymkiAAA,eCommerce-Physical goods,APAC,Japan,
0013c00001tz89tAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t5sq3AAA,eCommerce-Travel & hospitality,APAC,Australia,
0013c00001tNCG2AAO,Banks & lenders,N. America,United States,
0013c00001tNCGGAA4,Banks & lenders-Other,N. America,United States,
0013c00001tz8BhAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz8CVAAY,eCommerce-Physical goods,N. America,United States,
001C000000rSNeJIAW,Other,N. America,United States,
0013n00001t6FuQAAU,Banks & lenders-Other Fintech,APAC,India,
0013n00001t6G5KAAU,Other,APAC,India,
0013c00001tz8D9AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tNCN4AAO,Banks & lenders,N. America,United States,
0013c00001tNCN8AAO,Banks & lenders,N. America,United States,
0013n00001t6GRIAA2,Other,APAC,India,
0013c00001tz8DnAAI,eCommerce-Physical goods,N. America,United States,
0013n00001t6wCTAAY,eCommerce-Physical goods,APAC,Indonesia,
001C000000rSvr9IAC,eCommerce-Physical goods,N. America,United States,
001C000000rSvrNIAS,Other,N. America,United States,
001C000000rSvrlIAC,Telephony Technology,N. America,United States,
0013c00001tz8EJAAY,eCommerce-Physical goods,N. America,United States,
0013n00001ufD8BAAU,eCommerce-Physical goods,APAC,India,
0013c00001uIm91AAC,eCommerce-Travel & hospitality,N. America,United States,
001C000000s2wLTIAY,Insurance,N. America,United States,
001C000000s2wLZIAY,Other,N. America,United States,
0013c00001uJHkGAAW,eCommerce-Physical goods,N. America,United States,
0013c00001umfmLAAQ,Banks & lenders,N. America,United States,
0013n00001t5RBKAA2,Banks & lenders,N. America,United States,
0013c00001tNCVXAA4,eCommerce-Physical goods,N. America,United States,
0013n00001t5RBmAAM,Banks & lenders,N. America,United States,
0013n00001t5RBvAAM,Banks & lenders,N. America,United States,
001C000001ZmXUFIA3,Banks & lenders-Online Lenders,APAC,India,
